isothermal_c,isothermal_rh,crc16
1520250892.39,26.806,60.767,61a9
1520250892.99,26.799,60.765,0c44
1520250893.59,26.803,60.772,4a83
1520250894.20,26.803,60.785,2a5a
1520250894.80,26.803,60.785,2a5a
1520250895.40,26.803,60.772,4a83
1520250896.01,26.792,60.772,993d
1520250896.61,26.796,60.778,371a
1520250897.21,26.799,60.770,6fd0
1520250897.82,26.799,60.770,6fd0
1520250898.42,26.806,60.767,61a9
1520250899.03,26.799,60.772,4f92
1520250899.63,26.799,60.772,4f92
1520250900.24,26.806,60.765,41eb
1520250900.84,26.796,60.770,b612
1520250901.45,26.806,60.778,a377
1520250902.05,26.803,60.772,4a83
1520250902.65,26.803,60.775,3a64
1520250903.26,26.803,60.775,3a64
1520250903.86,26.792,60.772,993d
1520250904.46,26.792,60.770,b97f
1520250905.07,26.803,60.770,6ac1
1520250905.67,26.803,60.778,ebc9
1520250906.28,26.810,60.780,59a9
1520250906.88,26.799,60.783,4f8d
1520250907.48,26.799,60.778,eed8
1520250908.09,26.796,60.778,371a
1520250908.69,26.799,60.770,6fd0
1520250909.30,26.806,60.778,a377
1520250909.90,26.810,60.762,5ae4
1520250910.51,26.796,60.770,b612
1520250911.11,26.810,60.765,2a03
1520250911.72,26.803,60.760,59f0
1520250912.32,26.799,60.770,6fd0
1520250912.92,26.814,60.778,c7f2
1520250913.53,26.803,60.772,4a83
1520250914.13,26.803,60.778,ebc9
1520250914.73,26.803,60.767,2917
1520250915.34,26.796,60.760,8523
1520250915.94,26.796,60.760,8523
1520250916.54,26.806,60.772,023d
1520250917.15,26.803,60.765,0955
1520250917.75,26.810,60.778,c89f
1520250918.36,26.799,60.762,7ca3
1520250918.96,26.799,60.775,3f75
1520250919.57,26.810,60.780,59a9
1520250920.17,26.810,60.785,090c
1520250920.78,26.799,60.775,3f75
1520250921.38,26.803,60.770,6ac1
1520250921.98,26.799,60.772,4f92
1520250922.59,26.803,60.778,ebc9
1520250923.19,26.806,60.775,72da
1520250923.80,26.796,60.760,8523
1520250924.40,26.803,60.762,79b2
1520250925.00,26.796,60.770,b612
1520250925.61,26.806,60.783,0222
1520250926.21,26.817,60.780,9eb1
1520250926.81,26.803,60.772,4a83
1520250927.42,26.810,60.778,c89f
1520250928.02,26.810,60.778,c89f
1520250928.63,26.806,60.772,023d
1520250929.23,26.792,60.770,b97f
1520250929.84,26.799,60.772,4f92
1520250930.44,26.806,60.772,023d
1520250931.05,26.806,60.772,023d
1520250931.65,26.803,60.783,4a9c
1520250932.25,26.806,60.778,a377
1520250932.86,26.814,60.780,56c4
1520250933.46,26.799,60.778,eed8
1520250934.06,26.806,60.775,72da
1520250934.67,26.803,60.767,2917
1520250935.27,26.806,60.775,72da
1520250935.88,26.806,60.783,0222
1520250936.48,26.803,60.765,0955
1520250937.08,26.803,60.778,ebc9
1520250937.69,26.806,60.772,023d
1520250938.29,26.806,60.767,61a9
1520250938.90,26.799,60.770,6fd0
1520250939.50,26.806,60.772,023d
1520250940.11,26.799,60.767,2c06
1520250940.71,26.803,60.767,2917
1520250941.31,26.803,60.760,59f0
1520250941.92,26.806,60.778,a377
1520250942.52,26.817,60.778,0f87
1520250943.13,26.796,60.762,a561
1520250943.73,26.806,60.775,72da
1520250944.33,26.810,60.767,0a41
1520250944.94,26.806,60.772,023d
1520250945.54,26.803,60.767,2917
1520250946.14,26.817,60.775,de2a
1520250946.75,26.803,60.762,79b2
1520250947.35,26.799,60.770,6fd0
1520250947.96,26.810,60.772,69d5
1520250948.56,26.803,60.765,0955
1520250949.17,26.803,60.765,0955
1520250949.77,26.799,60.772,4f92
1520250950.38,26.803,60.762,79b2
1520250950.98,26.803,60.780,7aff
1520250951.58,26.796,60.772,9650
1520250952.19,26.799,60.772,4f92
1520250952.79,26.810,60.770,4997
1520250953.39,26.814,60.767,052c
1520250954.00,26.806,60.765,41eb
1520250954.60,26.803,60.767,2917
1520250955.21,26.796,60.767,f5c4
1520250955.81,26.799,60.765,0c44
1520250956.41,26.799,60.765,0c44
1520250957.02,26.803,60.762,79b2
1520250957.62,26.803,60.770,6ac1
1520250958.23,26.806,60.767,61a9
1520250958.83,26.803,60.772,4a83
1520250959.44,26.803,60.765,0955
1520250960.04,26.803,60.765,0955
1520250960.64,26.814,60.767,052c
1520250961.25,26.799,60.752,29f0
1520250961.85,26.799,60.772,4f92
1520250962.46,26.810,60.762,5ae4
1520250963.06,26.810,60.767,0a41
1520250963.66,26.796,60.757,a097
1520250964.27,26.814,60.767,052c
1520250964.87,26.803,60.767,2917
1520250965.47,26.799,60.770,6fd0
1520250966.08,26.810,60.767,0a41
1520250966.68,26.814,60.762,5589
1520250967.29,26.803,60.775,3a64
1520250967.89,26.810,60.772,69d5
1520250968.50,26.803,60.762,79b2
1520250969.10,26.799,60.762,7ca3
1520250969.71,26.799,60.765,0c44
1520250970.31,26.803,60.762,79b2
1520250970.91,26.803,60.755,5c06
1520250971.52,26.810,60.767,0a41
1520250972.12,26.803,60.765,0955
1520250972.72,26.806,60.765,41eb
1520250973.33,26.799,60.767,2c06
1520250973.93,26.810,60.772,69d5
1520250974.54,26.803,60.770,6ac1
1520250975.14,26.814,60.775,165f
1520250975.74,26.799,60.767,2c06
1520250976.35,26.799,60.765,0c44
1520250976.95,26.814,60.772,66b8
1520250977.56,26.806,60.775,72da
1520250978.16,26.806,60.775,72da
1520250978.77,26.806,60.775,72da
1520250979.37,26.806,60.767,61a9
1520250979.98,26.806,60.760,114e
1520250980.58,26.803,60.760,59f0
1520250981.18,26.799,60.767,2c06
1520250981.79,26.817,60.767,cd59
1520250982.39,26.806,60.765,41eb
1520250982.99,26.810,60.772,69d5
1520250983.60,26.803,60.767,2917
1520250984.20,26.803,60.767,2917
1520250984.80,26.803,60.765,0955
1520250985.41,26.810,60.767,0a41
1520250986.01,26.814,60.765,256e
1520250986.62,26.806,60.762,310c
1520250987.22,26.803,60.765,0955
1520250987.83,26.803,60.757,7c44
1520250988.43,26.810,60.770,4997
1520250989.04,26.796,60.767,f5c4
1520250989.64,26.806,60.772,023d
1520250990.24,26.810,60.765,2a03
1520250990.85,26.806,60.767,61a9
1520250991.45,26.803,60.757,7c44
1520250992.05,26.799,60.765,0c44
1520250992.66,26.814,60.780,56c4
1520250993.26,26.799,60.765,0c44
1520250993.87,26.806,60.767,61a9
1520250994.47,26.814,60.767,052c
1520250995.07,26.806,60.778,a377
1520250995.68,26.806,60.760,114e
1520250996.28,26.814,60.767,052c
1520250996.89,26.806,60.767,61a9
1520250997.49,26.803,60.767,2917
1520250998.10,26.803,60.775,3a64
1520250998.89,26.810,60.778,c89f
1520250999.31,26.810,60.772,69d5
1520250999.91,26.810,60.765,2a03
1520251000.51,26.810,60.770,4997
1520251001.12,26.806,60.760,114e
1520251001.72,26.810,60.762,5ae4
1520251002.32,26.806,60.760,114e
1520251002.93,26.810,60.762,5ae4
1520251003.53,26.810,60.767,0a41
1520251004.13,26.803,60.762,79b2
1520251004.74,26.810,60.755,7f50
1520251005.34,26.803,60.765,0955
1520251005.95,26.817,60.762,9dfc
1520251006.55,26.814,60.767,052c
1520251007.16,26.803,60.765,0955
1520251007.76,26.810,60.762,5ae4
1520251008.37,26.814,60.765,256e
1520251008.97,26.810,60.767,0a41
1520251009.57,26.821,60.775,73a5
1520251010.18,26.803,60.765,0955
1520251010.78,26.803,60.765,0955
1520251011.39,26.810,60.760,7aa6
1520251011.99,26.814,60.760,75cb
1520251012.59,26.806,60.755,14b8
1520251013.20,26.806,60.762,310c
1520251013.80,26.806,60.762,310c
1520251014.40,26.806,60.760,114e
1520251015.01,26.803,60.757,7c44
1520251015.61,26.814,60.757,507f
1520251016.22,26.806,60.757,34fa
1520251016.82,26.806,60.765,41eb
1520251017.43,26.824,60.770,6bbe
1520251018.03,26.817,60.772,aecd
1520251018.64,26.806,60.760,114e
1520251019.24,26.814,60.762,5589
1520251019.84,26.810,60.767,0a41
1520251020.45,26.810,60.760,7aa6
1520251021.05,26.810,60.760,7aa6
1520251021.65,26.803,60.772,4a83
1520251022.26,26.806,60.765,41eb
1520251022.86,26.803,60.770,6ac1
1520251023.46,26.803,60.757,7c44
1520251024.07,26.810,60.762,5ae4
1520251024.67,26.817,60.767,cd59
1520251025.28,26.810,60.752,0fb7
1520251025.88,26.810,60.775,1932
1520251026.49,26.814,60.750,2098
1520251027.09,26.803,60.757,7c44
1520251027.70,26.799,60.752,29f0
1520251028.30,26.806,60.770,227f
1520251028.90,26.806,60.762,310c
1520251029.51,26.803,60.762,79b2
1520251030.11,26.803,60.767,2917
1520251030.72,26.810,60.767,0a41
1520251031.32,26.806,60.762,310c
1520251031.92,26.814,60.765,256e
1520251032.53,26.806,60.757,34fa
1520251033.13,26.817,60.775,de2a
1520251033.73,26.814,60.755,703d
1520251034.34,26.810,60.767,0a41
1520251034.94,26.803,60.765,0955
1520251035.55,26.814,60.765,256e
1520251036.15,26.803,60.767,2917
1520251036.76,26.814,60.760,75cb
1520251037.36,26.810,60.770,4997
1520251037.97,26.806,60.757,34fa
1520251038.57,26.810,60.765,2a03
1520251039.17,26.806,60.767,61a9
1520251039.78,26.810,60.765,2a03
1520251040.38,26.810,60.762,5ae4
1520251040.98,26.806,60.755,14b8
1520251041.59,26.814,60.765,256e
1520251042.19,26.806,60.772,023d
1520251042.80,26.806,60.775,72da
1520251043.40,26.810,60.762,5ae4
1520251044.00,26.814,60.767,052c
1520251044.61,26.806,60.755,14b8
1520251045.21,26.810,60.762,5ae4
1520251045.82,26.814,60.760,75cb
1520251046.42,26.810,60.767,0a41
1520251047.03,26.799,60.757,7955
1520251047.63,26.817,60.767,cd59
1520251048.23,26.817,60.765,ed1b
1520251048.84,26.814,60.770,46fa
1520251049.44,26.817,60.767,cd59
1520251050.05,26.806,60.780,3241
1520251050.65,26.806,60.770,227f
1520251051.25,26.828,60.778,fb01
1520251051.86,26.817,60.770,8e8f
1520251052.46,26.810,60.770,4997
1520251053.06,26.806,60.767,61a9
1520251053.67,26.814,60.770,46fa
1520251054.27,26.803,60.762,79b2
1520251054.88,26.817,60.765,ed1b
1520251055.48,26.814,60.767,052c
1520251056.09,26.810,60.775,1932
1520251056.69,26.814,60.772,66b8
1520251057.30,26.817,60.767,cd59
1520251057.90,26.810,60.772,69d5
1520251058.50,26.824,60.770,6bbe
1520251059.11,26.810,60.770,4997
1520251059.71,26.817,60.767,cd59
1520251060.31,26.806,60.772,023d
1520251060.92,26.817,60.770,8e8f
1520251061.52,26.824,60.767,2868
1520251062.13,26.806,60.767,61a9
1520251062.73,26.806,60.767,61a9
1520251063.33,26.814,60.760,75cb
1520251063.94,26.817,60.765,ed1b
1520251064.54,26.814,60.767,052c
1520251065.15,26.810,60.770,4997
1520251065.75,26.810,60.765,2a03
1520251066.36,26.814,60.767,052c
1520251066.96,26.821,60.767,60d6
1520251067.56,26.803,60.770,6ac1
1520251068.17,26.806,60.760,114e
1520251068.77,26.810,60.775,1932
1520251069.38,26.814,60.767,052c
1520251069.98,26.814,60.765,256e
1520251070.58,26.810,60.760,7aa6
1520251071.19,26.810,60.770,4997
1520251071.79,26.810,60.772,69d5
1520251072.39,26.806,60.770,227f
1520251073.00,26.810,60.765,2a03
1520251073.60,26.817,60.765,ed1b
1520251074.21,26.806,60.767,61a9
1520251074.81,26.814,60.775,165f
1520251075.42,26.803,60.757,7c44
1520251076.02,26.814,60.770,46fa
1520251076.63,26.806,60.762,310c
1520251077.23,26.817,60.767,cd59
1520251077.83,26.810,60.765,2a03
1520251078.44,26.806,60.762,310c
1520251079.04,26.810,60.762,5ae4
1520251079.64,26.810,60.767,0a41
1520251080.25,26.810,60.770,4997
1520251080.85,26.817,60.767,cd59
1520251081.46,26.803,60.767,2917
1520251082.06,26.810,60.767,0a41
1520251082.66,26.810,60.770,4997
1520251083.27,26.810,60.775,1932
1520251083.87,26.796,60.762,a561
1520251084.48,26.814,60.772,66b8
1520251085.08,26.810,60.775,1932
1520251085.69,26.806,60.765,41eb
1520251086.29,26.817,60.778,0f87
1520251086.89,26.817,60.765,ed1b
1520251087.50,26.806,60.767,61a9
1520251088.10,26.803,60.762,79b2
1520251088.71,26.814,60.770,46fa
1520251089.31,26.828,60.767,39df
1520251089.91,26.814,60.772,66b8
1520251090.52,26.817,60.765,ed1b
1520251091.12,26.806,60.762,310c
1520251091.72,26.817,60.772,aecd
1520251092.33,26.821,60.765,4094
1520251092.93,26.810,60.765,2a03
1520251093.54,26.814,60.772,66b8
1520251094.14,26.814,60.775,165f
1520251094.75,26.817,60.770,8e8f
1520251095.35,26.814,60.770,46fa
1520251095.96,26.806,60.765,41eb
1520251096.56,26.803,60.762,79b2
1520251097.16,26.810,60.765,2a03
1520251097.77,26.803,60.750,0ca3
1520251098.37,26.814,60.772,66b8
1520251098.97,26.817,60.757,980a
1520251099.58,26.821,60.775,73a5
1520251100.18,26.814,60.762,5589
1520251100.79,26.824,60.767,2868
1520251101.39,26.810,60.762,5ae4
1520251101.99,26.821,60.762,3073
1520251102.60,26.814,60.767,052c
1520251103.20,26.817,60.760,bdbe
1520251103.81,26.814,60.762,5589
1520251104.41,26.803,60.760,59f0
1520251105.02,26.821,60.760,1031
1520251105.62,26.810,60.755,7f50
1520251106.23,26.810,60.760,7aa6
1520251106.83,26.814,60.762,5589
1520251107.43,26.821,60.770,2300
1520251108.04,26.806,60.767,61a9
1520251108.64,26.806,60.762,310c
1520251109.24,26.806,60.760,114e
1520251109.85,26.821,60.757,3585
1520251110.45,26.806,60.755,14b8
1520251111.05,26.821,60.767,60d6
1520251111.66,26.824,60.770,6bbe
1520251112.26,26.817,60.762,9dfc
1520251112.87,26.810,60.765,2a03
1520251113.47,26.817,60.760,bdbe
1520251114.08,26.810,60.757,5f12
1520251114.68,26.817,60.767,cd59
1520251115.29,26.810,60.760,7aa6
1520251115.89,26.810,60.757,5f12
1520251116.49,26.821,60.750,4562
1520251117.10,26.817,60.762,9dfc
1520251117.70,26.814,60.757,507f
1520251118.31,26.817,60.760,bdbe
1520251118.91,26.814,60.760,75cb
1520251119.51,26.821,60.755,15c7
1520251120.12,26.821,60.762,3073
1520251120.72,26.821,60.765,4094
1520251121.32,26.814,60.762,5589
1520251121.93,26.817,60.757,980a
1520251122.53,26.821,60.765,4094
1520251123.14,26.828,60.757,6c8c
1520251123.74,26.821,60.762,3073
1520251124.35,26.814,60.755,703d
1520251124.95,26.810,60.765,2a03
1520251125.56,26.817,60.757,980a
1520251126.16,26.814,60.765,256e
1520251126.76,26.817,60.770,8e8f
1520251127.37,26.810,60.760,7aa6
1520251127.97,26.824,60.755,5d79
1520251128.57,26.821,60.760,1031
1520251129.18,26.810,60.760,7aa6
1520251129.78,26.817,60.760,bdbe
1520251130.38,26.821,60.760,1031
1520251130.99,26.814,60.762,5589
1520251131.59,26.824,60.762,78cd
1520251132.20,26.806,60.760,114e
1520251132.80,26.824,60.767,2868
1520251133.41,26.828,60.760,4938
1520251134.01,26.817,60.755,b848
1520251134.62,26.821,60.755,15c7
1520251135.22,26.824,60.760,588f
1520251135.82,26.814,60.770,46fa
1520251136.43,26.821,60.757,3585
1520251137.03,26.810,60.760,7aa6
1520251137.64,26.821,60.762,3073
1520251138.24,26.817,60.755,b848
1520251138.84,26.821,60.757,3585
1520251139.45,26.817,60.762,9dfc
1520251140.05,26.817,60.760,bdbe
1520251140.65,26.824,60.760,588f
1520251141.26,26.824,60.765,082a
1520251141.86,26.817,60.765,ed1b
1520251142.47,26.821,60.760,1031
1520251143.07,26.806,60.760,114e
1520251143.68,26.817,60.767,cd59
1520251144.28,26.814,60.760,75cb
1520251144.89,26.821,60.767,60d6
1520251145.49,26.817,60.762,9dfc
1520251146.09,26.814,60.762,5589
1520251146.70,26.817,60.765,ed1b
1520251147.30,26.806,60.765,41eb
1520251147.90,26.821,60.767,60d6
1520251148.51,26.824,60.762,78cd
1520251149.11,26.821,60.762,3073
1520251149.72,26.828,60.762,697a
1520251150.32,26.817,60.760,bdbe
1520251150.92,26.817,60.767,cd59
1520251151.53,26.831,60.762,db50
1520251152.13,26.828,60.767,39df
1520251152.74,26.817,60.760,bdbe
1520251153.34,26.824,60.778,eab6
1520251153.95,26.821,60.762,3073
1520251154.55,26.824,60.755,5d79
1520251155.15,26.821,60.755,15c7
1520251155.76,26.817,60.767,cd59
1520251156.36,26.821,60.760,1031
1520251156.97,26.828,60.765,199d
1520251157.57,26.821,60.762,3073
1520251158.17,26.814,60.750,2098
1520251158.78,26.821,60.750,4562
1520251159.38,26.831,60.762,db50
1520251159.98,26.821,60.765,4094
1520251160.59,26.821,60.762,3073
1520251161.19,26.814,60.767,052c
1520251161.80,26.835,60.765,a4da
1520251162.40,26.817,60.760,bdbe
1520251163.01,26.814,60.755,703d
1520251163.61,26.821,60.765,4094
1520251164.22,26.817,60.755,b848
1520251164.82,26.810,60.755,7f50
1520251165.42,26.828,60.767,39df
1520251166.03,26.814,60.762,5589
1520251166.63,26.831,60.752,8e03
1520251167.23,26.817,60.755,b848
1520251167.84,26.817,60.755,b848
1520251168.44,26.814,60.752,00da
1520251169.05,26.821,60.760,1031
1520251169.65,26.817,60.760,bdbe
1520251170.25,26.821,60.760,1031
1520251170.86,26.824,60.767,2868
1520251171.46,26.846,60.765,dd04
1520251172.07,26.828,60.760,4938
1520251172.67,26.810,60.755,7f50
1520251173.28,26.814,60.744,532d
1520251173.88,26.817,60.762,9dfc
1520251174.48,26.821,60.760,1031
1520251175.09,26.824,60.760,588f
1520251175.69,26.814,60.760,75cb
1520251176.30,26.817,60.757,980a
1520251176.90,26.835,60.750,a12c
1520251177.50,26.828,60.760,4938
1520251178.11,26.824,60.762,78cd
1520251178.71,26.828,60.760,4938
1520251179.31,26.824,60.765,082a
1520251179.92,26.814,60.755,703d
1520251180.52,26.821,60.762,3073
1520251181.13,26.817,60.765,ed1b
1520251181.73,26.831,60.760,fb12
1520251182.34,26.821,60.762,3073
1520251182.94,26.810,60.752,0fb7
1520251183.55,26.821,60.750,4562
1520251184.15,26.835,60.757,d1cb
1520251184.75,26.824,60.757,7d3b
1520251185.36,26.831,60.760,fb12
1520251185.96,26.821,60.755,15c7
1520251186.56,26.821,60.760,1031
1520251187.17,26.810,60.762,5ae4
1520251187.77,26.831,60.765,abb7
1520251188.38,26.839,60.760,e5c8
1520251188.98,26.821,60.757,3585
1520251189.58,26.814,60.765,256e
1520251190.19,26.824,60.760,588f
1520251190.79,26.821,60.760,1031
1520251191.40,26.824,60.750,0ddc
1520251192.00,26.831,60.747,ed97
1520251192.61,26.824,60.755,5d79
1520251193.21,26.824,60.757,7d3b
1520251193.81,26.817,60.760,bdbe
1520251194.42,26.824,60.762,78cd
1520251195.02,26.821,60.755,15c7
1520251195.63,26.824,60.757,7d3b
1520251196.23,26.817,60.757,980a
1520251196.83,26.824,60.755,5d79
1520251197.44,26.810,60.760,7aa6
1520251198.04,26.821,60.750,4562
1520251198.64,26.821,60.752,6520
1520251199.25,26.814,60.762,5589
1520251199.85,26.828,60.760,4938
1520251200.46,26.817,60.760,bdbe
1520251201.06,26.839,60.760,e5c8
1520251201.67,26.821,60.757,3585
1520251202.27,26.817,60.757,980a
1520251202.88,26.828,60.752,3c29
1520251203.48,26.828,60.755,4cce
1520251204.08,26.824,60.760,588f
1520251204.69,26.824,60.757,7d3b
1520251205.29,26.817,60.765,ed1b
1520251205.89,26.814,60.750,2098
1520251206.50,26.821,60.750,4562
1520251207.10,26.831,60.757,dea6
1520251207.71,26.821,60.757,3585
1520251208.31,26.817,60.755,b848
1520251208.91,26.814,60.762,5589
1520251209.52,26.839,60.760,e5c8
1520251210.12,26.824,60.755,5d79
1520251210.73,26.810,60.762,5ae4
1520251211.33,26.824,60.752,2d9e
1520251211.94,26.831,60.752,8e03
1520251212.54,26.824,60.757,7d3b
1520251213.15,26.831,60.755,fee4
1520251213.75,26.824,60.760,588f
1520251214.35,26.831,60.755,fee4
1520251214.96,26.821,60.755,15c7
1520251215.56,26.821,60.757,3585
1520251216.16,26.817,60.762,9dfc
1520251216.77,26.814,60.755,703d
1520251217.37,26.821,60.757,3585
1520251217.97,26.828,60.755,4cce
1520251218.58,26.831,60.752,8e03
1520251219.18,26.817,60.750,e8ed
1520251219.79,26.817,60.765,ed1b
1520251220.39,26.835,60.752,816e
1520251221.00,26.828,60.762,697a
1520251221.60,26.821,60.752,6520
1520251222.21,26.831,60.755,fee4
1520251222.81,26.831,60.762,db50
1520251223.41,26.831,60.755,fee4
1520251224.02,26.824,60.750,0ddc
1520251224.62,26.821,60.744,36d7
1520251225.23,26.831,60.760,fb12
1520251225.83,26.824,60.744,7e69
1520251226.43,26.817,60.752,c8af
1520251227.04,26.821,60.755,15c7
1520251227.64,26.821,60.747,06b4
1520251228.24,26.817,60.755,b848
1520251228.85,26.828,60.747,5fbd
1520251229.45,26.821,60.760,1031
1520251230.06,26.828,60.742,0f18
1520251230.66,26.839,60.755,e03e
1520251231.27,26.821,60.750,4562
1520251231.87,26.824,60.762,78cd
1520251232.48,26.814,60.757,507f
1520251233.08,26.824,60.760,588f
1520251233.68,26.831,60.762,db50
1520251234.29,26.824,60.757,7d3b
1520251234.89,26.821,60.757,3585
1520251235.49,26.828,60.760,4938
1520251236.10,26.810,60.752,0fb7
1520251236.70,26.835,60.755,f189
1520251237.30,26.814,60.767,052c
1520251237.91,26.817,60.755,b848
1520251238.51,26.828,60.752,3c29
1520251239.12,26.821,60.760,1031
1520251239.72,26.814,60.752,00da
1520251240.33,26.824,60.755,5d79
1520251240.93,26.824,60.752,2d9e
1520251241.54,26.824,60.762,78cd
1520251242.14,26.828,60.747,5fbd
1520251242.86,26.824,60.750,0ddc
1520251243.35,26.821,60.739,7eed
1520251243.95,26.821,60.760,1031
1520251244.56,26.835,60.739,9aa3
1520251245.16,26.821,60.747,06b4
1520251245.76,26.824,60.747,4e0a
1520251246.37,26.821,60.747,06b4
1520251246.97,26.821,60.747,06b4
1520251247.57,26.831,60.750,ae41
1520251248.18,26.824,60.742,1eaf
1520251248.78,26.828,60.747,5fbd
1520251249.39,26.821,60.742,5611
